estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SVC,0.7598284488920658,0.7722736687047878,0.789732770745429,0.012712759407355766,1,,,,,,poly,,,,
SVC,0.7566213314244811,0.7721098248188915,0.7916230366492145,0.014570028849801344,10,,,,,,poly,,,,
SVC,0.7638442300821722,0.7716696918502718,0.7869198312236286,0.010784718205757788,10,,,,,,rbf,,,,
ExtraTreesClassifier,0.7669227954628612,0.7707791248759411,0.7753648985404059,0.003484857030054562,,,,,,,,gini,sqrt,210,
ExtraTreesClassifier,0.7677793904208999,0.7701962065276201,0.7722063037249284,0.001830019226456521,,,,,,,,entropy,sqrt,210,
RandomForestClassifier,0.7641509433962265,0.7684188836467162,0.7719298245614035,0.003220510729816047,,,,,,,,,,160,
ExtraTreesClassifier,0.7651245551601423,0.7680959016466891,0.7736860922416876,0.003955480387845703,,,,,,,,gini,sqrt,160,
RandomForestClassifier,0.7617315387413605,0.7679936180131081,0.7734570103460577,0.004820103505651807,,,,,,,,,,210,
ExtraTreesClassifier,0.7624909485879797,0.7678988288370895,0.7710413694721826,0.0038406811027367287,,,,,,,,gini,sqrt,60,
GradientBoostingClassifier,0.7600849256900212,0.7671117505981341,0.7718049127803488,0.005061225848747576,,,,,,,,,,210,0.4
ExtraTreesClassifier,0.7609011627906977,0.7669942352200892,0.7750619907899396,0.005947368747882715,,,,,,,,gini,log2,60,
ExtraTreesClassifier,0.7640043368268884,0.7667603327623268,0.7715917201998572,0.0034275874924225773,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.7577188521612787,0.766480667775046,0.7735916756368855,0.006584350433531143,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7632609469562123,0.7664276674548735,0.7715517241379312,0.003656739920866548,,,,,,,,entropy,sqrt,160,
RandomForestClassifier,0.7605531295487626,0.766107686332453,0.7718429430491688,0.004610817828240799,,,,,,,,,,110,
ExtraTreesClassifier,0.7601744186046513,0.7658123222742764,0.7728085867620752,0.005246548665029109,,,,,,,,gini,log2,210,
ExtraTreesClassifier,0.7577955039883973,0.7652326960128204,0.7708185053380783,0.005475421107855477,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7600725952813067,0.7651563489595111,0.7677556818181819,0.003595062798679876,,,,,,,,entropy,log2,110,
GradientBoostingClassifier,0.7596734114306,0.7648855530036314,0.7723261560183551,0.005400463973806578,,,,,,,,,,210,0.6
ExtraTreesClassifier,0.7572106608251188,0.7648559175174298,0.7707142857142857,0.00565577575924081,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7597968069666183,0.7642418006682471,0.7689556509298998,0.0037439122651165523,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7594202898550726,0.7633243041529013,0.7664756446991405,0.0029290950054213947,,,,,,,,entropy,sqrt,60,
GradientBoostingClassifier,0.7556657223796034,0.762950909024537,0.7670353193007492,0.005164020433683823,,,,,,,,,,160,0.4
RandomForestClassifier,0.7572106608251188,0.7628609170347947,0.7717429889953853,0.006357704790146365,,,,,,,,,,60,
GradientBoostingClassifier,0.7565836298932386,0.7627856483542548,0.7729055258467022,0.007216337317575519,,,,,,,,,,160,0.6
ExtraTreesClassifier,0.7558309037900874,0.762304481040756,0.7670940170940171,0.00474983693686522,,,,,,,,entropy,log2,160,
GradientBoostingClassifier,0.7571225071225072,0.7598611848836553,0.7645217391304349,0.0033123370899615654,,,,,,,,,,210,1.0
GradientBoostingClassifier,0.751788268955651,0.7598585550832676,0.769774011299435,0.007457668152356514,,,,,,,,,,210,0.8
