estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SVC,0.7761938702779758,0.7824702911167023,0.79074658254469,0.006107098075725046,10,,,,,,rbf,,,,
SVC,0.7725321888412017,0.7764065483926109,0.7823321554770318,0.004255627556315801,10,,,,,,poly,,,,
RandomForestClassifier,0.7644508670520231,0.769980182364339,0.7731698521456907,0.003925186294841632,,,,,,,,,,160,
ExtraTreesClassifier,0.7650429799426935,0.7695817291201053,0.778296802012217,0.006164263118444369,,,,,,,,gini,sqrt,160,
RandomForestClassifier,0.761835923382725,0.7695579193591482,0.7799422799422799,0.007627851420495188,,,,,,,,,,110,
RandomForestClassifier,0.7622126436781609,0.7694422606647832,0.7773775216138329,0.006211109978752633,,,,,,,,,,210,
ExtraTreesClassifier,0.7642393655371305,0.769151272838168,0.7724335965541995,0.003538173962716239,,,,,,,,gini,sqrt,210,
ExtraTreesClassifier,0.761699064074874,0.7690498371831822,0.7747292418772563,0.005449249958939268,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.763271162123386,0.7689456992110687,0.7750540735400145,0.004820125269946064,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7584208620065194,0.7688912416828221,0.7784172661870504,0.0081907630924946,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7640692640692641,0.768536481139852,0.7732474964234621,0.0037509612513253643,,,,,,,,gini,log2,210,
ExtraTreesClassifier,0.76410998552822,0.7685251539208774,0.7751436781609196,0.004766317657680524,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.7581746316924183,0.7680657782368936,0.7764621456763545,0.007540294660809857,,,,,,,,entropy,sqrt,210,
ExtraTreesClassifier,0.7615965480043151,0.7677111093491907,0.7780959198282034,0.007381670470222298,,,,,,,,entropy,sqrt,160,
ExtraTreesClassifier,0.7583212735166425,0.7676793807902683,0.7765383231378192,0.007445450442727712,,,,,,,,gini,sqrt,60,
ExtraTreesClassifier,0.7601875225387666,0.7675302241643065,0.7748201438848921,0.005973859239045241,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7615302109402933,0.7668296394337183,0.7748653500897666,0.005777653161914565,,,,,,,,entropy,log2,110,
ExtraTreesClassifier,0.7624190064794817,0.7662446884140784,0.7722701149425287,0.004312017447113792,,,,,,,,entropy,sqrt,60,
RandomForestClassifier,0.7562117392870004,0.7655968065098233,0.7721198988804624,0.006802478002104047,,,,,,,,,,60,
ExtraTreesClassifier,0.7561683599419449,0.7646016186126131,0.770061173083843,0.006048953173800317,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7591188154568436,0.7645861885889301,0.7693409742120344,0.0042034880851144875,,,,,,,,entropy,log2,60,
ExtraTreesClassifier,0.7578718783930511,0.7616558589414284,0.7645369705671212,0.0027949052030285925,,,,,,,,gini,log2,60,
SVC,0.7405226352594771,0.7522383168950922,0.7675407512402552,0.011317928080035369,1,,,,,,rbf,,,,
ExtraTreesClassifier,0.7453279589593259,0.7511563985651711,0.7581412367361874,0.005294523275857815,,,,,,,,gini,sqrt,10,
GradientBoostingClassifier,0.7363437727603788,0.7505408605600259,0.7607105538140021,0.010347300287149917,,,,,,,,,,210,0.4
ExtraTreesClassifier,0.746014089729329,0.7488001111328648,0.7533895199706854,0.0032699029027256194,,,,,,,,entropy,log2,10,
GradientBoostingClassifier,0.7392739273927393,0.7464112357577753,0.751304347826087,0.005161399468777906,,,,,,,,,,160,0.4
ExtraTreesClassifier,0.7363367799113737,0.7462363295354276,0.751918158567775,0.007025511390677936,,,,,,,,entropy,sqrt,10,
GradientBoostingClassifier,0.7356154406409323,0.7461537916473193,0.7586933614330875,0.009527198415569968,,,,,,,,,,210,0.6
GradientBoostingClassifier,0.735632183908046,0.7458208175153581,0.7526352775825721,0.0073400764725898935,,,,,,,,,,160,1.0
GradientBoostingClassifier,0.7422459893048129,0.7457439378579682,0.7503506311360448,0.00340032262703791,,,,,,,,,,210,1.0
RandomForestClassifier,0.7386656837449319,0.7445137159796092,0.7492647058823528,0.0043960166799748325,,,,,,,,,,10,
GradientBoostingClassifier,0.738172625496569,0.7443955961274294,0.7540069686411149,0.006894082302692977,,,,,,,,,,160,0.8
GradientBoostingClassifier,0.738327904451683,0.7443431420555863,0.7479323984178353,0.004279845388570979,,,,,,,,,,210,0.8
LogisticRegression,0.735773831098224,0.7443073268886523,0.7599297012302285,0.0110624188070319,1,100,l2,saga,,,,,,,
LogisticRegression,0.7349570200573066,0.7441739279486127,0.7563967753242201,0.009007127940830995,10,100,l2,saga,,,,,,,
LogisticRegression,0.7363075807036635,0.7441373941119678,0.7595647595647597,0.010909206813384038,1,100,l2,lbfgs,,,,,,,
LogisticRegression,0.7356572258533043,0.7441231150256282,0.759493670886076,0.010887296710866029,1,300,l2,liblinear,,,,,,,
LogisticRegression,0.7356572258533043,0.7441231150256282,0.759493670886076,0.010887296710866029,1,200,l2,liblinear,,,,,,,
LogisticRegression,0.7356572258533043,0.7441231150256282,0.759493670886076,0.010887296710866029,1,400,l2,liblinear,,,,,,,
LogisticRegression,0.7356572258533043,0.7441231150256282,0.759493670886076,0.010887296710866029,1,100,l2,liblinear,,,,,,,
LogisticRegression,0.7353901996370237,0.7438196728108982,0.7592267135325133,0.010910535744100041,1,200,l2,saga,,,,,,,
LogisticRegression,0.7353901996370237,0.7438196728108982,0.7592267135325133,0.010910535744100041,1,100,l2,sag,,,,,,,
LogisticRegression,0.7349310094408134,0.7436666094121615,0.7592267135325133,0.011030282619156128,1,400,l2,lbfgs,,,,,,,
LogisticRegression,0.7349310094408134,0.7436666094121615,0.7592267135325133,0.011030282619156128,1,400,l2,newton-cg,,,,,,,
LogisticRegression,0.7349310094408134,0.7436666094121615,0.7592267135325133,0.011030282619156128,1,300,l2,saga,,,,,,,
