estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SVC,0.7623833452979183,0.7721983975956332,0.7870010596962205,0.010650982871966162,10,,,,,,rbf,,,,
RandomForestClassifier,0.76410998552822,0.7712463511844486,0.7817331895001798,0.0075746762237023065,,,,,,,,,,160,
ExtraTreesClassifier,0.7652616279069767,0.7709555703319769,0.7799283154121863,0.00642084318101203,,,,,,,,entropy,sqrt,160,
SVC,0.7594306049822064,0.7704178642997789,0.7896783315659244,0.013664204286897264,10,,,,,,poly,,,,
ExtraTreesClassifier,0.7632534495279594,0.7691653210648837,0.7765804597701149,0.005543594479704286,,,,,,,,entropy,sqrt,210,
RandomForestClassifier,0.7614249730118747,0.7682304935562557,0.7787737540337039,0.007559677047391139,,,,,,,,,,110,
ExtraTreesClassifier,0.7627671133647229,0.7681165708608205,0.7767059664165774,0.006134373375937735,,,,,,,,gini,sqrt,210,
ExtraTreesClassifier,0.7640692640692641,0.7680120813872233,0.7736389684813754,0.004084268918024377,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.760144927536232,0.7676133023912687,0.7759798633585042,0.006495708934518768,,,,,,,,gini,sqrt,160,
RandomForestClassifier,0.7609720710917663,0.767106817990335,0.7783745076978159,0.007977949877279166,,,,,,,,,,210,
ExtraTreesClassifier,0.757366315023645,0.7658977288423069,0.773409578270193,0.0065891935550926725,,,,,,,,gini,sqrt,60,
ExtraTreesClassifier,0.7633477633477634,0.7658888810538748,0.7695060844667144,0.0026267470487528976,,,,,,,,entropy,sqrt,60,
ExtraTreesClassifier,0.7603485838779956,0.7654541173982085,0.7733142037302726,0.005640182942269303,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7615245009074411,0.7652509230623589,0.770053475935829,0.0035641171652341518,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.7611131189013371,0.7647722995973494,0.7707808564231738,0.0042822084136794935,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.7578181818181818,0.7640711879837393,0.76983842010772,0.004919248889069834,,,,,,,,entropy,log2,110,
ExtraTreesClassifier,0.7547307132459972,0.7636480317576219,0.7740315638450501,0.007947454315655375,,,,,,,,gini,log2,210,
ExtraTreesClassifier,0.7601744186046513,0.7619371287443221,0.7650429799426935,0.002202838063838856,,,,,,,,gini,log2,60,
RandomForestClassifier,0.7559284932506385,0.7602199053536229,0.7673090649536046,0.005049745628201075,,,,,,,,,,60,
ExtraTreesClassifier,0.7534545454545455,0.7595139137165727,0.7680744452397995,0.006225069246045798,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7557803468208092,0.7593790625772968,0.7642393655371306,0.00356673997879515,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7511805303305485,0.7574789144415242,0.7687882056814094,0.008014131290258353,,,,,,,,entropy,log2,60,
SVC,0.7406042741341194,0.7526159260978371,0.7677929547088426,0.011323156062923369,1,,,,,,poly,,,,
SVC,0.7402833272793317,0.7461290503574721,0.7533309326611451,0.005412293256013257,1,,,,,,rbf,,,,
GradientBoostingClassifier,0.7414772727272727,0.745375443218753,0.7514204545454545,0.0043338520468658315,,,,,,,,,,210,0.8
ExtraTreesClassifier,0.7401400663472171,0.7453626771951208,0.7546892239794042,0.006610658796165857,,,,,,,,entropy,sqrt,10,
GradientBoostingClassifier,0.740981240981241,0.7450589513675424,0.7524115755627009,0.0052094102355008,,,,,,,,,,210,0.6
GradientBoostingClassifier,0.7406616862326575,0.7433161694896405,0.748221906116643,0.0034727834634071184,,,,,,,,,,160,0.8
GradientBoostingClassifier,0.7357324609233006,0.7413456381163215,0.7511636233440745,0.0069661324214989155,,,,,,,,,,160,1.0
GradientBoostingClassifier,0.7332624867162593,0.7408845977675359,0.7496453900709219,0.006736583052135708,,,,,,,,,,210,1.0
GradientBoostingClassifier,0.7358421629521373,0.7403202641489451,0.7451258419000354,0.003797113322171188,,,,,,,,,,160,0.6
GradientBoostingClassifier,0.7312365975696927,0.7397682290499511,0.7516059957173448,0.00863813222987096,,,,,,,,,,210,0.4
ExtraTreesClassifier,0.7300408466394355,0.7397634984349679,0.7478005865102638,0.007347695051788028,,,,,,,,gini,log2,10,
ExtraTreesClassifier,0.7335820895522388,0.7394563196272208,0.7450404114621602,0.004682337051558562,,,,,,,,gini,sqrt,10,
GradientBoostingClassifier,0.7319364161849711,0.7390854216162905,0.753126116470168,0.009928826277288742,,,,,,,,,,160,0.4
RandomForestClassifier,0.7277486910994765,0.7366809566125986,0.7476155539251652,0.008233268249809578,,,,,,,,,,10,
ExtraTreesClassifier,0.733011511325659,0.7360482868958768,0.7390983000739098,0.0024849387305865287,,,,,,,,entropy,log2,10,
