estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
RandomForestClassifier,0.7679083094555874,0.7696337515408604,0.7728717767573294,0.002291278058267792,,,,,,,,,,210,
SVC,0.7586452762923351,0.7671430030045433,0.777307963354475,0.007709678899362297,10,,,,,,rbf,,,,
ExtraTreesClassifier,0.7581746316924183,0.7667696374499808,0.775886524822695,0.007240260579093419,,,,,,,,gini,sqrt,210,
ExtraTreesClassifier,0.7624548736462093,0.7667057366607954,0.774768353528154,0.005703948765335467,,,,,,,,gini,sqrt,160,
ExtraTreesClassifier,0.7636887608069163,0.7662622029675009,0.7707074297902595,0.003156275435868254,,,,,,,,entropy,sqrt,160,
ExtraTreesClassifier,0.7606745604592753,0.7655665496063385,0.7746979388770434,0.006462361313443148,,,,,,,,entropy,sqrt,210,
ExtraTreesClassifier,0.7612156295224313,0.7651985947107723,0.7713164466642883,0.0043912741399581064,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7596223674655047,0.764386418073547,0.769613063542776,0.004091780177485769,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7558097962102251,0.7643195809537208,0.7702799712849964,0.0061763554828300135,,,,,,,,gini,sqrt,110,
RandomForestClassifier,0.7582496413199425,0.7629764266311181,0.7681931132410367,0.004074159293504975,,,,,,,,,,160,
ExtraTreesClassifier,0.7603009673951989,0.7628399626446338,0.7649373881932021,0.0019183912191524466,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7603186097031137,0.76277773349526,0.7655638562789043,0.002153810447484691,,,,,,,,gini,log2,110,
RandomForestClassifier,0.7578040904198062,0.7627289155769846,0.7684098185699039,0.0043626526845271,,,,,,,,,,110,
ExtraTreesClassifier,0.7584471603163192,0.762105831105614,0.7658969804618118,0.0030428186470292332,,,,,,,,entropy,log2,110,
ExtraTreesClassifier,0.7554269175108539,0.7610137580100192,0.7649572649572649,0.004060565599722681,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.7553802008608321,0.7608930639804353,0.7669386307201135,0.004733719824346208,,,,,,,,entropy,sqrt,60,
