estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SVC,0.7549478229578985,0.7648324869626862,0.7760028399006035,0.00864361736153628,10,,,,,,poly,,,,
RandomForestClassifier,0.7555875991348233,0.7644878605742754,0.7779776898164807,0.009699729880955892,,,,,,,,,,210,
ExtraTreesClassifier,0.7580174927113702,0.7641773126400416,0.7732662594322672,0.006560795671470527,,,,,,,,entropy,sqrt,210,
ExtraTreesClassifier,0.755813953488372,0.7624446148523017,0.7753335737468445,0.009115137949038477,,,,,,,,entropy,sqrt,160,
RandomForestClassifier,0.7542649727767695,0.7619493938782771,0.7736654804270463,0.00841766669891737,,,,,,,,,,110,
RandomForestClassifier,0.7527272727272727,0.7612567491465664,0.7737965979008323,0.009056910088108843,,,,,,,,,,160,
ExtraTreesClassifier,0.7544954128440368,0.7610275776334564,0.7693414897445124,0.006190447882144879,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.754607878568847,0.7602589322208747,0.769451416278236,0.006556876793076563,,,,,,,,gini,sqrt,210,
ExtraTreesClassifier,0.7517316806416333,0.7601873417326356,0.7702848900108187,0.007662777548025195,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7521994134897361,0.7599113009072139,0.7711103126122889,0.008104548239669964,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7511909124221327,0.7596998819872319,0.7690639681966027,0.0073216550513214886,,,,,,,,entropy,sqrt,60,
SVC,0.7536646406864497,0.7591393120427838,0.7665952890792291,0.005461660071989921,10,,,,,,rbf,,,,
RandomForestClassifier,0.7514492753623189,0.7591227699341729,0.7721063982746226,0.009231371231974511,,,,,,,,,,60,
ExtraTreesClassifier,0.751901484969214,0.7589860173555554,0.772776377385668,0.009752482645993514,,,,,,,,gini,sqrt,160,
ExtraTreesClassifier,0.752453653217012,0.7584883384078919,0.7655122655122655,0.0053768509025262454,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.7484483388097846,0.7583558947593199,0.7691756272401433,0.008486427239500162,,,,,,,,gini,log2,210,
ExtraTreesClassifier,0.7520871143375681,0.7580472339715444,0.7617657789128055,0.004257356755645072,,,,,,,,gini,log2,60,
ExtraTreesClassifier,0.7489114658925979,0.7578760549415486,0.7687882056814094,0.008230672048824664,,,,,,,,gini,sqrt,60,
ExtraTreesClassifier,0.7512727272727273,0.757274417818064,0.768183446793264,0.00772677537417665,,,,,,,,entropy,log2,60,
ExtraTreesClassifier,0.7505502567865004,0.7570079266265606,0.7671232876712327,0.007243404673116776,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7517367458866545,0.7560388586714611,0.7627671133647228,0.004818843228775869,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7480748074807481,0.7549807213617891,0.764960346070656,0.007228006966314616,,,,,,,,entropy,log2,110,
SVC,0.7425018288222385,0.7498994495527906,0.7635036496350365,0.009631903231790766,1,,,,,,poly,,,,
GradientBoostingClassifier,0.7257081391179634,0.7454879837357028,0.7696649029982362,0.01821263246175451,,,,,,,,,,210,0.6
GradientBoostingClassifier,0.7314614830813535,0.7443520112734752,0.7647907647907649,0.014616019384815578,,,,,,,,,,210,0.4
GradientBoostingClassifier,0.7272074659009332,0.7427071346412221,0.7582025677603424,0.012653697701308591,,,,,,,,,,160,0.6
GradientBoostingClassifier,0.7339971550497866,0.7420424901259572,0.7517831669044224,0.007359401789048042,,,,,,,,,,210,1.0
