estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
RandomForestClassifier,0.7423450336071695,0.7489973723946081,0.7594476744186046,0.007480796492394175,,,,,,,,,,210,
RandomForestClassifier,0.7401045556385363,0.7477316670326966,0.7614176105224699,0.009698579342478112,,,,,,,,,,110,
RandomForestClassifier,0.7389380530973451,0.7462343838569708,0.7589967284623774,0.009055222981669766,,,,,,,,,,160,
ExtraTreesClassifier,0.7381397086290624,0.7456458390062785,0.7501820830298617,0.005346018083108032,,,,,,,,entropy,sqrt,210,
ExtraTreesClassifier,0.7318352059925093,0.7451553149521363,0.7567765567765566,0.010252881119975932,,,,,,,,gini,log2,210,
RandomForestClassifier,0.7325842696629212,0.7446032244440058,0.7610040014550745,0.012008901235496599,,,,,,,,,,60,
SVC,0.7432089822528068,0.7443114787122881,0.7449981811567844,0.000787388797088829,10,,,,,,rbf,,,,
ExtraTreesClassifier,0.73276183376817,0.743832315843397,0.754909090909091,0.00904158096123372,,,,,,,,entropy,sqrt,160,
ExtraTreesClassifier,0.73652917131178,0.7436214949109279,0.7525547445255475,0.006670657421538306,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7379439252336448,0.7434422220297187,0.7496318114874816,0.004796532457844615,,,,,,,,gini,log2,60,
ExtraTreesClassifier,0.7346631539330072,0.7432678400860716,0.7555881275192378,0.00893748285035674,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7324364723467863,0.742803261949491,0.7533697632058287,0.008547146896509365,,,,,,,,gini,sqrt,210,
SVC,0.7411242603550297,0.7426965615085118,0.7435897435897435,0.0011152141590697474,10,,,,,,poly,,,,
ExtraTreesClassifier,0.7330587794833396,0.7425507050418817,0.7494521548575603,0.0069387132558709815,,,,,,,,entropy,sqrt,60,
ExtraTreesClassifier,0.7349081364829397,0.7423156455231509,0.7523739956172388,0.007372664717024387,,,,,,,,entropy,log2,110,
ExtraTreesClassifier,0.730869727510265,0.742169363495945,0.7537504573728503,0.009343138789848233,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.730899510726383,0.7421269656830564,0.7531135531135531,0.009070444041634047,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.7339104252916824,0.741806003505112,0.7525547445255475,0.007874349218656283,,,,,,,,entropy,log2,210,
ExtraTreesClassifier,0.7329608938547486,0.7416124519166504,0.7489981785063753,0.0066080946187883965,,,,,,,,gini,sqrt,160,
ExtraTreesClassifier,0.7287753568745304,0.7404523197494726,0.7499999999999999,0.0087947617864977,,,,,,,,gini,sqrt,60,
ExtraTreesClassifier,0.7308270676691729,0.7399630239975661,0.7488986784140969,0.0073790635978166486,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7303245057814248,0.7390164400424303,0.7479794268919912,0.007210139248974419,,,,,,,,entropy,log2,60,
ExtraTreesClassifier,0.7236294896030245,0.7301905746328602,0.7395331604297888,0.006784012889606624,,,,,,,,entropy,sqrt,10,
GradientBoostingClassifier,0.7172717271727173,0.7281581739828621,0.7434139299891734,0.011110710723230412,,,,,,,,,,210,0.8
