estimator,min_score,mean_score,max_score,std_score,C,max_iter,penalty,solver,alpha,loss,kernel,criterion,max_features,n_estimators,learning_rate
SVC,0.7563871896365599,0.7610453114640151,0.76545842217484,0.003707365441598816,10,,,,,,rbf,,,,
SVC,0.74800290486565,0.7594747801301094,0.7676912080057183,0.008360852165897366,10,,,,,,poly,,,,
ExtraTreesClassifier,0.751840942562592,0.7565766951204069,0.759018759018759,0.003349230560344326,,,,,,,,gini,sqrt,210,
RandomForestClassifier,0.7488117001828154,0.7551941788449632,0.762879064669346,0.00581634961187894,,,,,,,,,,160,
ExtraTreesClassifier,0.7530364372469636,0.7550748807525783,0.7579941860465116,0.002117664815694382,,,,,,,,entropy,sqrt,160,
RandomForestClassifier,0.7439792515746573,0.754119878280913,0.7695652173913043,0.011098510169105315,,,,,,,,,,210,
ExtraTreesClassifier,0.7492625368731564,0.7535141527793021,0.7572886297376094,0.0032939629474605264,,,,,,,,entropy,sqrt,210,
ExtraTreesClassifier,0.7520993063161737,0.7533816985000521,0.7550872093023256,0.0012559626023063942,,,,,,,,gini,sqrt,110,
ExtraTreesClassifier,0.7478648347567768,0.7528241714042951,0.7555875991348234,0.0035144259264251482,,,,,,,,gini,sqrt,160,
ExtraTreesClassifier,0.7497235532620715,0.7523421663543988,0.7572106608251187,0.0034458351264280893,,,,,,,,gini,log2,160,
ExtraTreesClassifier,0.7473177950425454,0.7522400363081676,0.7569343065693431,0.003929232458586104,,,,,,,,entropy,sqrt,110,
ExtraTreesClassifier,0.7504621072088724,0.7521598136865094,0.7535493265380414,0.0012790538899195387,,,,,,,,entropy,sqrt,60,
RandomForestClassifier,0.7490774907749078,0.7520374067888763,0.7561243144424131,0.0029851871596234284,,,,,,,,,,110,
RandomForestClassifier,0.7435709037472447,0.7516063130223148,0.759941089837997,0.006686452166121414,,,,,,,,,,60,
ExtraTreesClassifier,0.7453874538745388,0.751027218854941,0.7541345093715547,0.003994814568018139,,,,,,,,gini,log2,110,
ExtraTreesClassifier,0.7425193941632805,0.7508984378010936,0.7604507451835696,0.007367303813205601,,,,,,,,entropy,log2,160,
ExtraTreesClassifier,0.7461910070605723,0.7502212911251812,0.7551169590643275,0.003695025640963558,,,,,,,,entropy,log2,110,
ExtraTreesClassifier,0.7460375967563583,0.7490032012355904,0.7535493265380416,0.0032639501255104265,,,,,,,,gini,log2,210,
ExtraTreesClassifier,0.7468727005150846,0.748987071712495,0.7529325513196481,0.0027922710529322357,,,,,,,,entropy,log2,60,
ExtraTreesClassifier,0.7431532198371577,0.7485367744422389,0.753379612714651,0.004192378675288696,,,,,,,,gini,log2,60,
ExtraTreesClassifier,0.7442371020856202,0.7478991442611406,0.7543478260869566,0.004573890055758563,,,,,,,,gini,sqrt,60,
ExtraTreesClassifier,0.7436370343046846,0.7471589372142674,0.7527272727272728,0.003983216744051479,,,,,,,,entropy,log2,210,
